Line of Business,Data Source,Table Name,Column Name,Data Type,Currently Have,Must Have,Nice to Have,Not Necessary,Use Daily,Use Weekly,Use Monthly,Use Annually,Used at all in Past 5 Years,Currently Have in CDP,Possible in CDP,Review
Dish,redpoint,dish_account_cert_rfrl,acnt_sk,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,acnt_number,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_1,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_2,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_3,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_4,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_5,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_6,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_7,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_8,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_9,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,cert_10,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,campaign_id,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,interaction_name,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,precert_dttm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,precert_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl,rpid,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,acnt_sk,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,acnt_number,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_1,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_2,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_3,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_4,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_5,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_6,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_7,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_8,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_9,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,cert_10,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,campaign_id,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,interaction_name,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,precert_dttm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,precert_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_cert_rfrl_vw,rpid,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,rpid,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,acnt_sk,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,addr_smartkey,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,model_name,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,model_description,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,run_date,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,model_rank,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,score,double precision,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,permille,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_account_model_score_vw,model_sub_type,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,acnt_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,acnt_pgmg_asgnd_sqnc_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,bgn_eff_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,endg_eff_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,txn_type,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,acnt_pgmg_subsn_txn_fct_sk,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_subsn_txn_fct,pgmg_dim_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,acnt_pgmg_subsn_txn_fct_sk,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,acnt_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,pgmg_dim_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,pgmg_nm_txt,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,pgmg_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,pgmg_ctg_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,pgmg_exec_ctg_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,is_pmtn_pgmg_flg,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,is_prmum_pgmg_flg,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,acnt_pgmg_asgnd_sqnc_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,bgn_eff_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_pgmg_txn_fct_vw,endg_eff_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,crtd_dttm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,txn_type,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_acnt_txn_sk,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,acnt_sk,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_txt_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_prcshe_src,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_id_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_ctg_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_typ_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_typ_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_mstr_evnt_grp_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_mstr_evnt_grp_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_rtg_cd,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_prc,numeric,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_hd_flg,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_strt_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,ppv_evnt_end_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn,prod_sid,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,crtd_dttm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,txn_type,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_acnt_txn_sk,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,acnt_sk,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_txt_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_prcshe_src,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_id_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_ctg_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_typ_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_typ_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_mstr_evnt_grp_cd_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_mstr_evnt_grp_desc_txt,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_rtg_cd,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_prc,numeric,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_hd_flg,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_strt_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,ppv_evnt_end_dt,date,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_ppv_evnt_txn_vw,prod_sid,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_xref,acnt_td_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_xref,acnt_id,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_acnt_xref,acnt_sk,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp,acnt_id,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp,filename,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp,rec_nsrt_dt_tm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,acnt_first_name,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,pri_tphn_nbr,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,email_address,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,account_id,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,filename,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_adobe_cdp_cross_sell,rec_nsrt_dt_tm,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,approval_code,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,status,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,vendor,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,assigned_date,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,workflow_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,sid_hhold,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,test,boolean,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,update_source,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes,update_dt,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,approval_code,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,status,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,vendor,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,assigned_date,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,workflow_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,sid_hhold,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,test,boolean,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,update_source,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_10,update_dt,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,approval_code,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,status,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,vendor,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,assigned_date,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,workflow_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,sid_hhold,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rocketmail_vw,test,boolean,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,approval_code,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,status,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,vendor,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,assigned_date,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,workflow_id,integer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,sid_hhold,bigint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,test,boolean,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,update_source,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_rollback_history,update_dt,timestamp without time zone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Dish,redpoint,dish_approval_codes_vw,approval_code,character varying,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
